name,director,rating,category,duration,tag,lables
世事艰难,无,7.8,剧情,0,西班牙/西班牙电影/励志/电影/艰难时世/人性/Manuel.Martín.Cuenca/2005,507
星战迷友,凯尔·纽曼,7.2,剧情/喜剧/冒险,90,喜剧/美国/星球大战/青春/美国电影/我看过的电影/星战/我看过的英语电影,385
神童,萩生田宏治,7.2,剧情/音乐,120,日本电影/松山健一/日本/成海璃子/钢琴/神童/电影/松山研一,942
天堂里的笑声,马里奥·赞皮,7.7,喜剧,93,奥黛丽·赫本/喜剧/英国/1950s/英国电影/AudreyHepburn/电影/经典影片,1225
流浪狗,玛兹嫣·玛克玛尔巴夫,7.8,剧情,93,伊朗/儿童/阿富汗/战争/流浪狗/伊朗电影/2004/纪录片,1099
熊猫万能侠,佐藤卓哉/神户守,7.5,剧情/动画,24,动画/日本/日本动画/熊猫/熊猫万能侠/Anime/アニメ/熊猫家族,2044
呼吸,金基德,7.3,剧情,84,金基德/张震/韩国/韩国电影/文艺/呼吸/2007/剧情,452
恋别极地,无,8.2,剧情/爱情/冒险,115,爱情/北极/温情/治愈/德国电影/荷兰/人生/荷兰电影,1149
霍比特人,朱尔斯·贝斯/小亚瑟·兰金,7.5,动画/家庭/奇幻,77,动画/美国/魔戒/霍比特人/魔幻/1977/史诗/动画短片,1301
知更鸟不歌唱,无,8.1,剧情,98,美国/纪实/美国电影/知更鸟不歌唱/心理/电影/2001/剧情,391
现场直播,无,7.5,剧情,96,美国/人性/剧情/美国电影/伦理/道德/2007/Live,2217
火女,金绮泳,7.4,剧情/犯罪,100,韩国/韩国电影/金綺泳/金绮泳/韓國/1970/抑郁/尹汝贞,21
子宫的记忆 这里有你,若松節朗,7.2,剧情,115,日本电影/日本/伦理/松雪泰子/子宫的记忆/母爱/青春/爱情,1430
青春击球棒,熊切和嘉,7.2,喜剧/犯罪,96,安藤政信/日本/熊切和嘉/日本电影/青春/2006/若松孝二/松田龙平,2268
毛虫凯蒂,无,8.1,动画/家庭/冒险,0,动画/童年回忆/西班牙/童年/动画片/怀旧动画片/经典/墨西哥,1251
鬼龙院花子的一生,五社英雄,7.7,剧情,146,日本/五社英雄/日本电影/仲代达矢/夏目雅子/岩下志麻/1982/1980s,1988
华严经,张善宇,7.4,剧情,115,韩国/佛教/宗教/韩国电影/张善宇/华严经/佛/韓國,838
奥伯瓦尔德的秘密,米开朗基罗·安东尼奥尼,7.2,剧情/爱情,129,意大利/安东尼奥尼/米开朗基罗·安东尼奥尼/Michelangelo_Antonioni/意大利电影/1980s/MichelangeloAntonioni/爱情,56
拳王,刘国昌,7.2,剧情,103,吕颂贤/香港电影/香港/动作/刘国昌/拳王/老港片/德宝,684
不受欢迎的人,克日什托夫·扎努西,7.3,剧情,113,波兰/KrzysztofZanussi/俄罗斯/krzysztof_zanussi/波兰电影/意大利/尼基塔米哈尔科夫/克里日托夫·扎努西,672
荣耀,苏努·格耐拉,7.4,剧情/家庭/运动,104,励志/美国/游泳/体育/种族/美国电影/青春/2007,981
自由作家,理查德·拉·格拉文斯,8.5,剧情/传记/犯罪,123,励志/美国/种族/教育/美国电影/剧情/HilarySwank/2007,881
迷雾,弗兰克·德拉邦特,7.9,科幻/惊悚/恐怖,126,惊悚/人性/美国/恐怖/史蒂芬.金/灾难/悬疑/科幻,1895
通缉令,提莫·贝克曼贝托夫,7.4,动作/惊悚/犯罪,110,动作/美国/AngelinaJolie/美国电影/JamesMcAvoy/2008/MorganFreeman/犯罪,789
海啸之后,贝瑞特·奈鲁利,7.4,剧情,186,灾难/TimRoth/美国/纪录片/HBO/人性/美国电影/英国电影,1077
超市夜未眠,西恩·埃利斯,7.8,剧情/喜剧/爱情,102,英国/爱情/英国电影/超市夜未眠/2006/Cashback/电影/喜剧,258
魂断今宵,奥托·普雷明格,7.8,剧情/犯罪/黑色电影,91,美国/黑色电影/1950s/奥托·普雷明格/OttoPreminger/黑色/Otto_Preminger/美国电影,2211
眼前的生活,无,7.2,剧情/惊悚,90,美国/悬疑/剧情/UmaThurman/美国电影/2007/惊悚/眼前的生活,639
加州之王,麦克·卡希尔,7.6,剧情/喜剧,93,美国/喜剧/剧情/美国电影/独立电影/2007/加州之王/Douglas,454
小熊维尼：春天的百亩森林,无,8.4,动画/家庭,65,动画/美国/小熊维尼/Disney/迪斯尼/动画片/Winnie/★小熊维尼,2198
快乐的知识,让-吕克·戈达尔,7.8,剧情,95,法国/戈达尔/法国电影/新浪潮/Jean-Luc_Godard/JeanLucGodard/1969/让-吕克·戈达尔,1774
黄金心灵,无,7.3,爱情,150,印度电影/印度/爱情/歌舞/AishwaryaRai/2003/电影/喜剧,2334
女友嫁人了，新郎不是我,无,8.1,剧情/喜剧/爱情/歌舞,158,印度/印度电影/女友嫁人了，新郎不是我/歌舞/爱情/喜剧/情字路上/2002,725
赶尽杀绝,迈克尔·戴维斯,7.4,喜剧/动作/惊悚/犯罪/冒险,86,动作/美国/暴力/莫妮卡·贝鲁奇/克里夫·欧文/美国电影/2007/CliveOwen,333
跟踪,游乃海,7.2,惊悚/犯罪,90,香港/香港电影/杜琪峰/梁家辉/银河映像/任达华/警匪/游乃海,262
希望在人间,沈浮,7.3,剧情,0,沈浮/上官云珠/1940s/蓝马/中国电影/中国/中国老电影/1949,1766
天狗,戚健,8.6,剧情,101,人性/大陆/中国电影/富大龙/剧情/中国/天狗/正义,839
奇异的恩典,迈克尔·艾普特,8.2,剧情/爱情/传记/历史,117,英国/传记/BenedictCumberbatch/信仰/奴隶制/英国电影/宗教/基督教,661
抢新郎,朱石麟,7.6,喜剧,96,夏梦/香港/朱石麟/香港电影/喜剧/抢新郎/古装/凤凰影业,179
背鸭子的男孩,应亮,7.2,剧情,100,应亮/独立电影/大陆/中国/背鸭子的男孩/中国电影/独立/国产,1637
Minimum-Maximum,无,9.5,音乐,126,德国/Kraftwerk/音乐/纪录片/live/Live/electronic/2005,343
天明,孙瑜,7.4,剧情,116,孙瑜/中国/默片/黎莉莉/中国电影/1930s/1933/老电影,2424
雄霸天下,彼得·格兰微尔,7.6,剧情/传记/历史,148,英国/历史/宗教/英国电影/PeterO'Toole/1964/RichardBurton/美国,588
魔女玛塔,乔治·菲兹莫里斯,7.4,剧情/爱情,89,葛丽泰·嘉宝/美国/传记/GretaGarbo/美国电影/爱情/1931/经典,2229
鬼魂西行,雷内·克莱尔,7.3,喜剧/爱情/恐怖/奇幻,95,雷内·克莱尔/喜剧/1930s/英国/法国/黑白/RenéClair/1935,1637
报告班长,金鳌勋,7.3,剧情,98,台湾/台湾电影/喜剧/庹宗华/钮承泽/电影/励志/搞笑,1357
笑面人,保罗·莱尼,8.5,剧情/爱情/悬疑/惊悚/恐怖,110,默片/美国/黑白/经典/美国电影/1920s/恐怖/德国,226
天赐良缘,无,7.4,剧情/爱情,0,印度电影/印度/爱情/歌舞/宝莱坞/AishwaryaRai/天赐良缘/歌舞片,1126
布鲁克斯先生,布鲁斯·A·埃文斯,7.6,剧情/悬疑/惊悚/犯罪,120,犯罪/美国/人格分裂/心理/惊悚/双重人格/悬疑/美国电影,1620
莫里哀情史,洛朗·蒂拉尔,7.4,喜剧/历史,120,法国/传记/法国电影/莫里哀/爱情/喜剧/2007/莫里哀情史,1518
亲亲老爸,彼得·赫奇斯,7.2,剧情/喜剧/爱情/家庭,98,美国/喜剧/家庭/爱情/美国电影/2007/好戏推荐/JulietteBinoche,454
符咒,赫伯特·罗斯,7.4,剧情/传记,129,传记/舞蹈/JeremyIrons/美国/美国电影/1980s/1980/芭蕾舞者,2182
摄影师,无,7.8,爱情,93,摄影师/摄影/美国/文艺/美国电影/艺术/荷兰/电影,1779
卖太阳的小女孩,迪吉布利尔·迪奥普·曼贝提,7.5,剧情/家庭,45,法国/动画短片/短片/1990s/塞内加爾/动画/实验/塞内加尔,572
东京审判,高群书,7.3,剧情/历史/战争/犯罪,111,历史/二战/战争/大陆/剧情/日本/人性/内地,1389
心灵的阴影,无,7.6,剧情/喜剧/爱情,127,阿根廷/情色/1992/西班牙/阿根廷电影/EliseoSubiela/Eliseo_Subiela/美洲大奖,1269
伊丽莎白·泰勒传,无,7.4,剧情/传记,210,传记/伊丽莎白·泰勒/美国/女性/美国电影/1995/爱情/人生,2457
狄俄尼索斯在69年,布莱恩·德·帕尔玛,7.4,剧情,85,美国/布莱恩·德·帕尔玛/纪录片/BrianDePalma/美国电影/狄俄尼索斯/1970/1970s,3
情人,无,7.9,剧情,0,俄罗斯/情色/俄罗斯电影/瓦雷利·托度洛夫斯基/经典/欧洲/诱惑/苏俄,507
吻我吧，青蛙王子,达格玛·希尔茨,7.5,喜剧/家庭/奇幻,80,德国/德国电影/童话电影/浪漫轻喜/爱情/奇幻/喜剧/MatthiasSchweigh?fer,2182
赎罪,乔·赖特,8.3,剧情/爱情/悬疑/战争,123,英国/爱情/赎罪/英国电影/剧情/JamesMcAvoy/Keira.Knightley/战争,48
飞出个未来大电影1：班德大行动,无,8.6,喜剧/爱情/动画,88,动画/美国/科幻/搞笑/喜剧/futurama/2007/卡通,1466
罗马,阿方索·卡隆,8.2,剧情/家庭,135,墨西哥/女性/黑白/文艺/剧情/家庭/2018/威尼斯电影节,530
英雄,无,8.0,惊悚,0,美剧/科幻/美国/Heros/经典/法国电影/Heroes/好美剧,2193
给人生浇点水,哈特·巴克纳,7.1,喜剧/爱情,90,美国电影/美国/剧情/人生/给人生浇点水/喜剧/电影/2007,1709
Inch'Allah dimanche,无,7.4,剧情/传记,98,法国/女性/2001/阿尔及利亚/移民问题/犹太/以色列/jew,649
五亿探长雷洛传3,劉國昌,7.2,剧情/动作/爱情/犯罪,73,刘德华/香港电影/香港/黑帮/犯罪/郭富城/动作/剧情,2263
交易,马可·克罗伊茨派因特纳,7.5,剧情/惊悚/犯罪,120,犯罪/墨西哥/美国/人性/剧情/美国电影/绑架/2007,431
布丽吉特,阿莫斯·科莱克 Amos Kollek,7.3,剧情,90,女性三部曲/法国/女性/美国/美国电影/Amos_Kollek/2002/独立,1637
斯通夫人的罗马春天,罗伯特·艾伦·阿克曼,7.2,剧情/爱情,114,美国电影/美国/HelenMirren/文艺/女性/2003/情色/田纳西·威廉姆斯,672
我的小行星,雅克-雷米·杰瑞德,8.9,动画/儿童,44,动画/法国/短片/法国动画/动画短片/我的小行星/Folimage-Valence-Productions/疯影,465
少年导演,无,8.0,剧情/喜剧,107,美国/励志/美国电影/成长/剧情/2007/老人/青春,391
拒绝再战,金伯莉·皮尔斯,7.3,剧情/战争,112,战争/美国/反战/JosephGordon-Levitt/美国电影/剧情/ChanningTatum/2008,1389
王尔德的莎乐美,阿尔·帕西诺,8.1,剧情,95,王尔德/阿尔·帕西诺/AlPacino/纪录片/美国/传记/美国电影/2011,2142
亲密的敌人,弗洛朗-埃米利奥·西里,7.6,剧情/历史/战争,111,战争/法国/阿尔及利亚/法国电影/人性/历史/独立战争/2007,1389
达利与我：超现实主义的故事,安德鲁·尼科 Andrew Niccol,8.1,无,0,达利/传记/AlPacino/美国/阿尔·帕西诺/美国电影/CillianMurphy/Dali,288
苏醒的亚当,保罗·施拉德,7.3,剧情/战争,106,战争/德国/犹太/剧情/美国/2008/德国电影/美国电影,1389
迪兰·莫兰：怪兽,无,9.2,喜剧,0,DylanMoran/英国/脱口秀/stand-up/StandUp/UK/2004/英国电影,966
小不列颠：现场版,无,9.0,喜剧,79,英剧/英国/喜剧/BBC/恶搞/UK/2006/Comedy,2498
同命鸳鸯,朱石麟,7.4,剧情,0,香港/夏梦/朱石麟/香港电影/1960/悲剧/傅奇/鲍方,1692
蝎子战士,黎大炜,7.4,喜剧/动作,103,动作/香港/钱嘉乐/刘家良/香港电影/武打/1992/罗美薇,540
紫色平原,罗伯特·帕里什,7.4,剧情/动作/战争/冒险,100,格里高利·派克/战争/二战/爱情/英国电影/英国/美国/GregoryPeck,1637
电线杆小子大冒险,塚本晋也,7.3,喜剧/科幻/恐怖,47,日本/塚本晋也/短片/cult/日本电影/Cult/冢本晋也/1987,2087
面对巨人,无,8.0,剧情/运动,111,励志/信仰/美国/橄榄球/体育/励志+宗教/美国电影/宗教,485
高度怀疑,弗里茨·朗,7.4,剧情/犯罪/黑色电影,80,美国/悬疑/犯罪/弗里茨·朗/美国电影/Fritz_Lang/黑色电影/1950s,1314
她的一生,亚历山大·阿斯楚克,7.5,剧情,86,法国电影/法国/AlexandreAstruc/1950s/Alexandre_Astruc/亚历山大·阿斯楚克/电影/莫泊桑,1651
安静的美国人,约瑟夫·L·曼凯维奇,7.3,剧情/爱情/惊悚/战争,120,美国/美国电影/爱情/1950s/越南/Joseph_Mankiewicz/战争/越南队格雷厄姆格林,2356
遗弃之地,无,7.4,剧情,108,斯里兰卡/斯里兰卡电影/2005/2000s/众神遗忘之地/VimukthiJayasundara/法国/孤独,684
自由，夜,菲利普·加瑞尔,7.2,剧情,82,法国/菲利普·加瑞尔/PhilippeGarrel/1980s/Philippe_Garrel/法国电影/1983/剧情,56
冒险的代价,伊夫·布瓦塞,8.1,剧情/动作/科幻/惊悚,100,法国/法国电影/科幻/暴力/悬疑/动作/冒险的代价/电影,1862
暗战北极熊,无,7.6,动作/惊悚,90,德国/黑色幽默/德国电影/TilSchweiger/犯罪/喜剧/德语电影/1990s,2164
驯悍记,乔纳森·米勒,7.7,喜剧/爱情,0,莎士比亚/BBC/英国/驯悍记/名著改编/Shakespeare/英国电影/喜剧,824
未來少年高立特別篇 巨大機毒蛾號的復活,宫崎骏,7.5,动画,0,宫崎骏/动画/日本/宮崎駿/日本动画/未来少年/动漫/动画片,1411
不戴茶花的茶花女,米开朗基罗·安东尼奥尼,7.4,剧情,105,意大利/1953/法国/剧情/黑白/女性/爱情/欧洲,57
椿三十郎,森田芳光,7.1,剧情/动作/历史,119,日本/日本电影/森田芳光/织田裕二/黑泽明/松山健一/武士/丰川悦司,1711
耶稣基督万世巨星,尼克·莫里斯,8.7,剧情/音乐/传记,107,音乐剧/韦伯/耶稣基督超级巨星/Musical/美国/宗教/百老汇/音乐,360
有时快乐有时悲伤,卡伦·乔哈尔,8.2,喜剧/爱情/歌舞,210,印度/印度电影/爱情/亲情/歌舞/ShahRukhKhan/宝莱坞/电影,601
赤穗城断绝,深作欣二,8.4,剧情/动作/历史/冒险,159,深作欣二/日本/武士/日本电影/三船敏郎/剑戟片/1978/动作,689
仁义的墓场,深作欣二,7.7,动作/犯罪,94,深作欣二/日本/黑帮/日本电影/犯罪/暴力/1975/1970s,185
龙二,川島透,7.2,剧情,93,日本/川岛透/日本电影/1983/金子正次/剧情/1980s/川島透,454
永不放弃,史蒂芬·斯卡特尔,8.5,剧情,90,励志/美国/美国电影/永不放弃/人生/电影/2002/残障,2216
保密局的枪声,常彦,7.3,剧情,113,老电影/中国/中国电影/反特/间谍/1979/大陆/保密局的枪声,672
失踪的邦妮,奥托·普雷明格,7.9,悬疑/惊悚,107,英国/悬疑/1960s/奥托·普雷明格/OttoPreminger/Otto_Preminger/LaurenceOlivier/惊悚,948
悬崖上的金鱼姬,宫崎骏,8.4,动画/奇幻/冒险,101,宫崎骏/动画/悬崖上的金鱼公主/日本/日本动画/宮崎駿/动漫/温情,1860
模型的异想世界,須賀大観,7.7,剧情/喜剧/动作/科幻,108,伊藤英明/日本/日本电影/科幻/模型/模型的异想世界/2000s/电影,179
犬猫,井口奈己,7.3,喜剧,94,日本电影/日本/忍成修吾/西島秀俊/井口奈己/犬猫/西岛秀俊/电影,1015
穿长靴的猫,矢吹公郎,8.2,喜剧/爱情/动画/家庭/奇幻/冒险,80,动画/日本动画/日本/宫崎骏/童年回忆/穿长靴的猫/宮崎駿/猫,492
爱滋味,安德烈·泰希内,7.3,剧情/同性,110,法国/同志/法国电影/2007/文艺/同性/EmmanuelleBéart/AndreTechine,1001
网中的太阳,斯特凡·乌赫尔,8.1,剧情,94,捷克/新浪潮/斯洛伐克/捷克电影/1960s/1962/爱情/捷克斯洛伐克,963
疯猴,刘家良,7.4,动作,116,邵氏/刘家良/香港/动作/香港电影/惠英红/1979/小侯,2111
麦克马丁审判案,米克·杰克逊,8.7,剧情/传记,0,法律/美国/美国电影/HBO/人性/1995/律师/励志,1449
蹩脚英语,左伊·R·卡萨维泽,7.2,剧情/喜剧/爱情,97,爱情/美国/美国电影/异国恋情/法国/女性/喜剧/电影,1394
黑手党人,阿尔贝托·拉图瓦达,7.7,剧情/喜剧/犯罪,105,意大利/黑帮/意大利电影/CC/1962/AlbertoLattuada/喜剧/Alberto_Lattuada,707
情人钥匙,日向朝子,7.2,爱情,45,广末凉子/日本电影/日本/爱情/玉山铁二/廣末涼子/広末涼子/2006,727
初恋在巴黎,克里斯汀·迪特 Christian Ditter,7.3,喜剧/爱情,98,青春/德国/爱情/校园/法国/德国电影/喜剧/电影,1015
鲁邦三世：鲁邦VS复制人,吉川惣司,8.5,喜剧/动作/科幻/动画/奇幻/冒险,102,鲁邦三世/动画/日本/日本动画/剧场版/1978/冒险/ルパン三世,985
美少女战士S剧场版：竹姬的恋人,芝田浩樹 Hiroki Shibata,8.5,动作/爱情/动画/奇幻,60,美少女战士/动画/日本动画/日本/童年回忆/动漫/剧场版/童年,497
银河铁道之夜,杉井仪三郎,8.5,剧情/动画/悬疑/奇幻/冒险,113,动画/日本/日本动画/宫泽贤治/银河铁道之夜/动画电影/奇幻/1985,2057
战争幸存者,无,7.3,剧情/悬疑/战争/奇幻,98,俄罗斯/战争/2006/奇幻/人性/俄罗斯电影/当代俄罗斯电影/青春,1523
幸福已逝,无,7.9,剧情/家庭,85,美国/JohnCusack/家庭/美国电影/剧情/幸福已逝/2007/独立电影,187
说做就做的人,无,7.3,剧情/喜剧,93,ZooeyDeschanel/美国/青春/独立电影/美国电影/佐伊·丹斯切尔/电影/2007,552
战火迷情,无,7.3,剧情,111,战争/美国/DamianLewis/爱情/美国电影/ShaunEvans/美國/电影,410
银河铁道999：永远的幻想,宇田钢之助,7.7,科幻/动画,54,日本动画/动画/日本/剧场版/科幻/日本动漫/銀河鉄道999/1998,1663
银河铁道999：玻璃克莱尔,西泽信孝,8.1,科幻/动画,15,日本动画/科幻/动画/日本/日本电影/动画电影/银河铁道999/アニメ,1086
再见·银河铁道999：仙女座终点站,林太郎,8.6,科幻/动画,135,动画/日本/日本动画/科幻/銀河鉄道999/松本零士/剧场版/冒险,131
鲁邦三世：DEAD OR ALIVE,无,8.2,喜剧/动作/科幻/动画/惊悚/犯罪/奇幻,97,鲁邦三世/动画/日本/日本动画/剧场版/1996/冒险/动漫,1652
沙胆英,孙仲,7.3,动作/惊悚,93,邵氏/香港/孙仲/邵音音/陈观泰/陈萍/动作/王钟,1223
独自在家,无,7.5,剧情,104,巴西/巴西电影/儿童/青春/2006/少年/剧情/Brazil,1912
关于我自己的回忆,萨维里奥·科斯坦佐,8.1,剧情,115,意大利/意大利电影/剧情/2007/sundance/宗教/关于我自己的回忆/07,1641
别碰斧子,雅克·里维特,7.2,剧情/爱情/音乐,137,法国/法国电影/Jacques_Rivette/名著改编/爱情/2007/JacquesRivette/雅克·里维特,748
天伦乐,丹尼尔·皮特里,8.2,剧情,99,美国/美国电影/家庭/儿童/剧情/1988/生命/火葬大海,1467
再见，汤姆叔叔,无,7.2,剧情,136,意大利/纪录片/种族/意大利电影/黑奴解放/1971/重口味/伪纪录片,2350
悠悠,皮埃尔·埃泰,8.2,剧情/喜剧/爱情/家庭,92,法国/喜剧/皮埃尔·埃泰/法国电影/1960s/1965/Pierre_étaix/CC,391
穆那大哥做医生,拉吉库马尔·希拉尼,7.5,喜剧/犯罪,155,黑帮大佬医生梦/印度/喜剧/印度电影/爱情/2003/电影/我想看这部电影,853
鬼佬,尼克·布鲁姆菲尔德,7.9,剧情,96,英国/偷渡/中国/纪实/纪实类/2006/电影/英国电影,1445
婚礼如战场,无,7.2,喜剧/同性,87,喜剧/美国/同志/爱情/美国电影/同性/政治/gay,1954
仙履奇缘3： 时间魔法,无,7.3,爱情/动画/家庭/奇幻,74,动画/迪斯尼/灰姑娘/美国/童话/disney/爱情/动画片,1232
私有财产,无,7.5,剧情,105,法国/法国电影/IsabelleHuppert/Isabelle_Huppert/伊莎贝尔·于佩尔/法國/2006/家庭,2217
盛夏和她的未婚夫,秦志钰,7.6,剧情,97,葛优/中国电影/肖雄/1985/爱情/中国/怀旧/大陆,179
流亡兄弟,伊尔玛兹·阿斯兰,7.3,剧情,90,德国/土耳其/法国/欧洲电影/中東/2005/犯罪/土耳其zx,2200
月光下，我记得,林正盛,7.5,剧情,115,台湾/林正盛/台湾电影/杨贵媚/2005/月光下，我记得/楊貴媚/施易男,1357
亚尔斯兰战记,浜津守,8.7,动画/冒险,57,日本动画/动画/日本/田中芳树/剧场版/奇幻/1991/动漫,656
百老汇旋律1940',无,8.0,歌舞,102,歌舞/歌舞片/美国/FredAstaire/1940s/1940/美国电影/阿斯泰尔,158
绷带俱乐部,堤幸彦,7.4,剧情,118,日本/日本电影/堤幸彦/青春/柳乐优弥/电影/石原さとみ/柳楽優弥,3
碟形世界：圣猪老爹,瓦蒂姆·吉恩,7.6,剧情/惊悚/奇幻,0,奇幻/英国/碟形世界/魔幻/黑色幽默/喜剧/电影/童话,2382
极道之妻 赫色情谊,关本郁夫,7.2,剧情/动作,114,日本/岩下志麻/日本电影/极道之妻/極道の妻たち/黑帮/1995/1990s,1236
第79届奥斯卡颁奖典礼,无,7.8,音乐,232,美国/颁奖典礼/奥斯卡/2007/颁奖礼/EllenDeGeneres/Oscar/Awards,1083
第73届奥斯卡颁奖典礼,路易斯·J·霍维茨,7.7,音乐,0,颁奖典礼/2001/美国/奥斯卡颁奖美国/奥斯卡/颁奖礼/李安/Awards,505
第72届奥斯卡颁奖典礼,无,7.6,音乐,0,颁奖典礼/美国/奥斯卡/2000/美國/Awards/纪录片/颁奖礼,505
图雅的婚事,王全安,8.0,剧情/爱情,95,王全安/余男/图雅的婚事/中国电影/大陆/金熊奖/中国/剧情,1776
罗斯威尔,杰里米·卡根,8.3,剧情/科幻/悬疑,93,科幻/正大剧场/罗斯威尔(TV)/美国/外星人/美国电影/ufo/1994,263
猎犬,戴宝拉·卡姆普梅尔,7.8,剧情/音乐,102,DakotaFanning/美国/成长/剧情/人性/美国电影/青春/2007,2282
Wake,无,7.6,剧情,0,GaleHarold/美国电影/美国/独立电影/Gale/电影/剧情/传记/情感/小孩,1191
风之音,中田新一,7.4,剧情,95,日本电影/日本/风之音/青春/風のダドゥ/中田新一/电影/日本電影,1493
陆小凤传奇之大金鹏王,邓衍成,7.5,动作/武侠/古装,107,武侠/陆小凤/张智霖/古龙/张智尧/中国/电影/大陆,2456
布拉格,无,7.7,剧情,92,丹麦/MadsMikkelsen/丹麦电影/剧情/家庭/北欧/欧洲/2006,1099
牵制,西蒙·斯塔何,7.4,剧情,95,MadsMikkelsen/丹麦/NikolajCoster-Waldau/同性/丹麦电影/剧情/1998/文艺/剧情,924
萨拉米的士兵,无,7.9,剧情,112,西班牙/西班牙内战/西班牙电影/战争/历史/剧情/Diego_Luna/政治,2194
99法郎,扬·高能,7.5,剧情/喜剧,100,法国/法国电影/黑色幽默/广告/喜剧/99法郎/2007/JanKounen,1234
爱情百态,尼基尔·阿德瓦尼,7.9,剧情/喜剧/爱情/歌舞,216,印度/印度电影/爱情百态/爱情/歌舞/电影/喜剧/萨尔曼汗,1480
爱心熊宝宝：新一代,无,7.9,动画/家庭/奇幻,76,动画/美国/爱心熊宝宝/童年/童年回忆/动画片/美国动画/童年回忆～～,1976
丑小鸭,无,7.5,动画,81,动画/美国/童年记忆/童年/1997/动画片/美国动画/丑小鸭,1438
米奇宝贝蛋,无,8.6,剧情/喜剧,95,英国/儿童/英国电影/青春/爱尔兰/2004/HBO/TerryLoane,1686
心灵印记,莫森·玛克玛尔巴夫,7.8,剧情/冒险,85,伊朗/宗教/李欣频荐/印度/伊朗电影/莫森·马克马尔巴夫(Mohsen·Makhmalbaf)/心灵印记/电影,1340
化身博士,约翰·S·罗伯逊,7.5,剧情/科幻/恐怖,67,默片/美国/1920s/经典/恐怖/Hyde/海德博士/化身博士/科幻/美国电影,554
买买提外传,广春兰,7.8,剧情/喜剧/爱情,104,喜剧/新疆/中国电影/中国/国产老片/买买提外传/1987/爱情,258
斯坦福监狱实验,凯尔·帕特里克·奥瓦内兹,7.3,剧情/惊悚,122,心理/人性/美国/斯坦福监狱实验/犯罪/剧情/2015/纪录片,301
铁甲钢拳,肖恩·利维,8.2,剧情/动作/科幻/运动,127,科幻/美国/机器人/亲情/动作/励志/温情/2011,502
向日葵,姜锡范,7.9,剧情/动作,116,韩国电影/韩国/向日葵/暴力/人性/感动/金来沅/剧情,2220
渥大利亚,汤山邦彦,7.5,动画,101,动画/日本动画/日本/剧场版/1986/湯山邦彦/战争/新居昭乃,1757
乱马1/2：决战桃源乡！夺回新娘子！！,鈴木行 Akira Suzuki,7.9,喜剧/动作/爱情/动画/奇幻/冒险,59,动画/日本/剧场版/乱马/日本动画/高桥留美子/动漫/爱情,1156
乱马 OVA特别篇/无差别格斗对凤凰,西村纯二,7.7,喜剧/动作/动画/奇幻,28,日本/动画/高桥留美子/乱马/OVA/日本动画/动漫/剧场版,730
乱马1/2特别篇：苏醒的记忆,无,8.2,喜剧/爱情/动画/奇幻,54,日本动画/高桥留美子/动画/日本/乱马/动漫/经典/剧场版,1624
繁荣小镇,杰克·康威,7.4,剧情/爱情/冒险,119,美国/克拉克·盖博/ClarkGable/爱情/1940s/HedyLamarr/ClaudetteColbert/剧情,997
牙买加旅馆,无,8.1,剧情/惊悚,187,JaneSeymour/英国/悬疑/英国电影/欧美电视剧/英剧/美国/电视剧,1142
舞台惊魂,无,7.2,恐怖,90,意大利/恐怖/意大利电影/giallo/1980/1980s/Michele-Soavi/惊悚,1341
我的机器人女友,郭在容,7.5,喜剧/动作/爱情/科幻,115,爱情/日本电影/日本/科幻/绫濑遥/小出惠介/僕の彼女はサイボーグ/电影,540
孤独之岛,帕维尔·龙金,7.9,剧情,112,俄罗斯/宗教/俄罗斯电影/东正教/信仰/2006/剧情/Pavel_Lungin,2194
永远的三丁目的夕阳2,山崎贵,8.7,剧情,146,日本/日本电影/堀北真希/怀旧/溫馨/温情/堤真一/电影,2374
半月交响曲,巴赫曼·戈巴迪,7.7,剧情/喜剧/音乐,0,伊朗/伊朗电影/音乐/2006/巴赫曼·戈巴迪/剧情/BahmanGhobadi/巴赫曼-戈巴迪,2410
艾乃哇尔,无,7.5,剧情/爱情,0,印度/印度电影/爱情/艾乃哇尔/唯美/2007/我为豆瓣添砖加瓦/文艺片,1692
寅次郎的故事18：寅次郎纯情诗集,山田洋次,8.6,喜剧,103,山田洋次/日本/日本电影/渥美清/寅次郎/寅次郎的故事/倍赏千惠子/京町子,839
寅次郎的故事22：传说中的寅次郎,山田洋次,8.4,喜剧,104,山田洋次/日本/日本电影/渥美清/寅次郎的故事/倍赏千惠子/寅次郎/大原丽子,2291
寅次郎的故事23：飞翔的寅次郎,山田洋次,8.5,喜剧/爱情,107,山田洋次/日本/日本电影/渥美清/寅次郎的故事/寅次郎/倍赏千惠子/桃井薰,1324
寅次郎的故事24：寅次郎春之梦,山田洋次,8.4,喜剧/爱情,104,山田洋次/日本/渥美清/日本电影/倍赏千惠子/寅次郎的故事/寅次郎/香川京子,2291
寅次郎的故事26：寅次郎海鸥之歌,山田洋次,8.3,喜剧,97,山田洋次/日本/日本电影/渥美清/倍赏千惠子/寅次郎的故事/寅次郎/1980,1965
寅次郎的故事28：寅次郎纸帆船,山田洋次,8.4,喜剧,101,山田洋次/日本/日本电影/渥美清/寅次郎的故事/寅次郎/倍赏千惠子/1981,2291
