name,director,rating,category,duration,tag,lables
哈利·波特与阿兹卡班的囚徒,阿方索·卡隆,8.5,剧情/奇幻/冒险,141,哈利波特/魔幻/英国/HarryPotter/美国/奇幻/2004/成长,553
霸王别姬,陈凯歌,9.6,剧情/爱情/同性,171,经典/人性/文艺/爱情/人生/同志/剧情/文革,274
青木瓜之味,陈英雄,7.8,剧情/爱情/音乐,104,越南/陈英雄/文艺/越南电影/爱情/青木瓜之味/唯美/法国,1421
乡愁,安德烈·塔可夫斯基,9.0,剧情,125,塔可夫斯基/俄罗斯/苏联/意大利/AndreiTarkovsky/文艺/安德烈·塔可夫斯基/电影,509
云上的日子,米开朗基罗·安东尼奥尼/维姆·文德斯,7.7,剧情/爱情/情色,105,法国/爱情/情色/意大利/文艺/欧洲/1995/剧情,1774
新桥恋人,莱奥·卡拉克斯,8.1,剧情/爱情,125,法国/茱丽叶·比诺什/爱情/法国电影/文艺/JulietteBinoche/新桥恋人/LeosCarax,2191
千与千寻,宫崎骏,9.3,剧情/动画/奇幻,125,日本/动画/动漫/成长/经典/温情/人性/吉卜力,1119
十分钟年华老去：大提琴篇,贝纳尔多·贝托鲁奇/克莱尔·德尼/迈克·菲吉斯/让-吕克·戈达尔/伊利·曼佐/迈克尔·莱德福/沃尔克·施隆多夫/伊斯特凡·萨博,8.3,剧情/爱情/科幻/歌舞,95,短片集/十分钟年华老去/文艺/短片/欧洲电影/大师/欧洲/英国,1776
疯狂约会美丽都,希尔万·肖默,8.7,喜剧/动画,80,动画/法国/法国动画/疯狂约会美丽都/法国电影/动画片/2003/欧洲,464
攻壳机动队2：无罪,押井守,9.1,剧情/科幻/动画,100,押井守/动画/科幻/日本/攻壳机动队/日本动画/动漫/2004,1302
东京物语,小津安二郎,9.2,剧情/家庭,136,小津安二郎/日本/家庭/日本电影/经典/文艺/1953/剧情,1082
虫虫危机,约翰·拉塞特/安德鲁·斯坦顿,7.8,喜剧/动画/冒险,95,动画/美国/迪斯尼/pixar/动画片/DISNEY/美国电影/1998,628
玩具总动员2,约翰·拉塞特/艾什·布兰农/李·昂克里奇,8.2,喜剧/动画/奇幻/冒险,92,动画/美国/迪斯尼/pixar/动画片/1999/DISNEY/美国电影,1383
超人总动员,布拉德·伯德,8.1,喜剧/动作/动画/冒险,115,动画/美国/pixar/喜剧/动画片/皮克斯/卡通/2004,1383
怪兽电力公司,彼特·道格特/大卫·斯沃曼/李·昂克里奇,8.7,喜剧/动画/儿童/奇幻/冒险,92,动画/迪斯尼/美国/喜剧/pixar/动画片/温情/美国电影,891
杀死比尔,昆汀·塔伦蒂诺,8.2,动作/惊悚/犯罪,111,暴力/动作/美国/暴力美学/血腥/犯罪/2003/经典,2235
怪物史瑞克,安德鲁·亚当森/维基·詹森,7.9,喜剧/动画/家庭/奇幻/冒险,90,动画/梦工厂/美国/喜剧/动画片/爱情/美国电影/shrek,628
怪物史瑞克2,安德鲁·亚当森/凯利·阿斯博瑞/康拉德·弗农,7.6,喜剧/动画/家庭/奇幻/冒险,93,动画/美国/梦工厂/喜剧/动画片/shrek/美国电影/爱情,2432
天空之城,宫崎骏,9.1,动画/奇幻/冒险,125,宫崎骏/动画/天空之城/日本/动漫/宮崎駿/日本动画/经典,1678
杀死比尔2,昆汀·塔伦蒂诺,7.9,动作/惊悚/犯罪,137,暴力/美国/动作/暴力美学/2004/犯罪/血腥/复仇,776
风之谷,宫崎骏,8.8,动画/奇幻/冒险,117,宫崎骏/动画/日本/风之谷/日本动画/动漫/宮崎駿/电影,1276
海底总动员,安德鲁·斯坦顿/李·昂克里奇,8.3,喜剧/动画/家庭/冒险,100,动画/迪斯尼/美国/亲情/喜剧/经典/2003/pixar,2285
埃及王子,布兰达?查普曼/西蒙·威尔斯,8.0,剧情/动画/冒险,99,动画/美国/梦工厂/史诗/埃及王子/动画片/Disney/美国电影,2171
岁月的童话,高畑勋,8.6,剧情/爱情/动画,118,宫崎骏/动画/日本/岁月的童话/高畑勋/吉卜力/日本动画/成长,1805
卢旺达饭店,特瑞·乔治,8.9,剧情/历史/战争,121,战争/种族/人性/非洲/历史/卢旺达饭店/经典/美国,659
黑鹰坠落,雷德利·斯科特,8.6,动作/历史/战争,144,战争/美国/索马里/经典/美国电影/戰爭/动作/2001,2260
古尔德的32个短片,佛朗索瓦·吉拉德,8.4,剧情/音乐/传记,98,纪录片/音乐/古尔德/加拿大/传记/短片集/Gould/短片,2002
灿烂人生,马可·图利奥·吉奥达纳,9.4,剧情/爱情/家庭,366,意大利/意大利电影/人生/灿烂人生/成长/文艺/文艺片/剧情,2141
戴珍珠耳环的少女,彼得·韦柏,7.7,剧情/爱情/传记,100,文艺/英国/ScarlettJohansson/艺术/戴珍珠耳环的少女/爱情/英国电影/ColinFirth,1225
走出非洲,西德尼·波拉克,8.6,剧情/爱情/传记/冒险,161,爱情/美国/经典/走出非洲/MerylStreep/非洲/美国电影/剧情,463
当哈利遇到莎莉,罗伯·莱纳,8.3,剧情/喜剧/爱情,96,爱情/美国/喜剧/浪漫/经典/美国电影/Meg-Ryan/1989,39
十七岁的单车,王小帅,7.8,剧情,113,王小帅/青春/十七岁的单车/成长/中国电影/大陆/中国/电影,2385
站台,贾樟柯,8.3,剧情/历史,154,贾樟柯/文艺/大陆/中国电影/青春/中国/站台/賈樟柯,1127
小武,贾樟柯,8.4,剧情,108,贾樟柯/文艺/小武/大陆/中国电影/中国/青春/电影,1347
布拉格之恋,菲利普·考夫曼,8.2,剧情/爱情,171,布拉格之恋/爱情/文艺/茱丽叶·比诺什/法国/美国/经典/JulietteBinoche,1211
绝唱,西河克己,7.8,剧情/爱情,96,山口百惠/日本/三浦友和/日本电影/爱情/绝唱/西河克己/战争,1071
追捕,佐藤纯弥,8.2,剧情/动作/犯罪,151,高仓健/日本/日本电影/经典/悬疑/犯罪/动作/剧情,309
天云山传奇,谢晋,7.8,剧情,121,谢晋/中国电影/中国/大陆/伤痕/爱情/1980/国产老片,1379
流浪者,拉兹·卡普尔,8.4,剧情/爱情/歌舞,193,印度/印度电影/歌舞/经典/爱情/怀旧/流浪者/1954,1034
佐罗,杜奇奥·泰萨利,8.1,喜剧/动作/西部/冒险,124,法国/阿兰·德龙/动作/经典/法国电影/意大利/1975/AlainDelon,492
情人,让-雅克·阿诺,8.2,剧情/爱情/情色/传记,115,杜拉斯/法国/爱情/梁家辉/情人/情色/法国电影/越南,1481
雨人,巴瑞·莱文森,8.7,剧情,133,亲情/美国/汤姆·克鲁斯/经典/人性/雨人/剧情/美国电影,958
苔丝,罗曼·波兰斯基,8.1,剧情/爱情,190,名著改编/波兰斯基/法国/爱情/经典/英国/法国电影/RomanPolanski,13
乞力马扎罗的雪,亨利·金,7.7,剧情/爱情/冒险,114,海明威/美国/格里高利·派克/名著改编/乞力马扎罗的雪/美国电影/爱情/经典,695
黄土地,陈凯歌,7.9,剧情/音乐,89,陈凯歌/张艺谋/中国电影/中国/黄土地/大陆/1985/中国大陆,409
罗生门,黑泽明,8.8,剧情/悬疑/犯罪,88,黑泽明/日本/人性/经典/日本电影/罗生门/剧情/1950,1321
攻壳机动队,押井守,9.0,动作/科幻/动画,83,动画/科幻/日本/押井守/攻壳机动队/日本动画/动漫/1995,1857
关于我母亲的一切,佩德罗·阿莫多瓦,8.5,剧情,101,西班牙/女性/剧情/1999/文艺/法国/人性/女权,1058
原始星球,阿内·拉鲁,8.7,科幻/动画,72,动画/科幻/法国/捷克/1973/原始星球/法国动画/René_Laloux,876
末路狂花,雷德利·斯科特,8.7,剧情/惊悚/犯罪,130,女性/公路/美国/经典/美国电影/剧情/女权/1991,1963
搏击俱乐部,大卫·芬奇,9.0,剧情/动作/悬疑/惊悚,139,心理/美国/暴力/悬疑/经典/剧情/黑色/犯罪,1581
蝴蝶,费利普·弥勒,8.6,剧情/喜剧/儿童,85,法国/温情/儿童/亲情/生活/成长/剧情/2002,1478
玩命911,无,7.2,剧情/喜剧/惊悚/犯罪,105,爱尔兰/CillianMurphy/ColinFarrell/英国/黑帮/爱尔兰电影/剧情/2003,2280
疤面煞星,布莱恩·德·帕尔玛,8.3,剧情/惊悚/犯罪,170,黑帮/阿尔·帕西诺/犯罪/美国/AlPacino/暴力/经典/美国电影,1196
冰血暴,乔尔·科恩,7.9,剧情/惊悚/犯罪,98,科恩兄弟/犯罪/美国/黑色/剧情/1996/美国电影/黑色幽默,996
地下,埃米尔·库斯图里卡,9.1,剧情/战争,170,南斯拉夫/库斯图里卡/荒诞/黑色/战争/法国/欧洲电影/1995,1388
铁皮鼓,沃尔克·施隆多夫,8.3,剧情/历史/战争,142,德国/铁皮鼓/德国电影/二战/施隆多夫/战争/经典/剧情,974
天使之城,布拉德·塞伯宁,7.9,剧情/爱情/奇幻,114,爱情/尼古拉斯·凯奇/美国/天使之城/MegRyan/NicolasCage/美国电影/电影,2441
大话西游之大圣娶亲,刘镇伟,9.2,喜剧/爱情/奇幻/古装,95,经典/爱情/喜剧/香港/搞笑/感人/中国/人生,1714
出租车司机,马丁·斯科塞斯,8.4,剧情/犯罪,113,美国/经典/暴力/剧情/犯罪/1976/人性/黑色,2389
闪灵,斯坦利·库布里克,8.1,剧情/悬疑/恐怖,119,惊悚/恐怖/美国/库布里克/悬疑/斯坦利·库布里克/恐怖片/美国电影,2099
2001太空漫游,斯坦利·库布里克,8.7,科幻/惊悚/冒险,149,科幻/经典/美国/太空/1968/哲学/史诗/悬疑,643
天生杀人狂,奥利佛·斯通,8.0,剧情/动作/爱情/惊悚/犯罪,118,暴力/犯罪/美国/人性/经典/昆汀/爱情/剧情,1918
刺杀肯尼迪,奥利佛·斯通,8.8,剧情/悬疑/惊悚/传记/历史,189,美国/政治/历史/悬疑/奥利弗·斯通/美国电影/经典/OliverStone,939
美国往事,赛尔乔·莱昂内,9.2,剧情/犯罪,229,美国/黑帮/经典/人生/美国往事/罗伯特·德尼罗/剧情/美国电影,342
罗拉快跑,汤姆·提克威,8.1,动作/惊悚/犯罪,81,德国/剧情/经典/青春/1998/犯罪/爱情/文艺,442
双面情人,彼得·休伊特,7.5,剧情/喜剧/爱情,99,英国/爱情/GwynethPaltrow/英国电影/剧情/1998/美国/电影,838
我的野蛮女友,郭在容,8.2,剧情/喜剧/爱情,123,韩国/爱情/喜剧/搞笑/经典/青春/浪漫/2001,48
公民凯恩,奥逊·威尔斯,8.6,剧情/悬疑,119,美国/经典/传记/公民凯恩/黑白/美国电影/OrsonWelles/1941,739
心动,张艾嘉,8.2,爱情,115,爱情/香港/青春/台湾/文艺/1999/经典/成长,1383
午夜旋律,贝特朗·塔维涅,8.2,剧情/音乐,133,法国/音乐/爵士电影/法国电影/Jazz/美国/苏菲·玛索/1986,1412
暴力街区,皮埃尔·莫瑞尔,8.0,动作/犯罪,84,动作/法国/吕克·贝松/暴力/犯罪/跑酷/法国电影/动作片,685
东邪西毒,王家卫,8.6,剧情/动作/爱情/武侠/古装,100,王家卫/香港/经典/东邪西毒/武侠/文艺/爱情/1994,2042
牯岭街少年杀人事件,杨德昌,8.8,剧情/犯罪,237,杨德昌/台湾/青春/牯岭街少年杀人事件/张震/台湾电影/少年/犯罪,184
恋恋风尘,侯孝贤,8.6,剧情/爱情,109,侯孝贤/台湾/台湾电影/青春/爱情/恋恋风尘/侯孝賢/1986,1805
宛如阿修罗,森田芳光,8.2,剧情/喜剧/家庭,135,日本/日本电影/森田芳光/家庭/黑木瞳/女性/2003/深田恭子,1925
性、谎言和录像带,史蒂文·索德伯格,7.7,剧情,100,美国/情色/美国电影/剧情/性/StevenSoderbergh/Steven_Soderbergh/爱情,1167
蝴蝶效应,埃里克·布雷斯/J·麦基·格鲁伯,8.8,剧情/科幻/悬疑/惊悚,113,悬疑/心理/科幻/美国/剧情/惊悚/经典/人性,783
十二罗汉,史蒂文·索德伯格,7.2,惊悚/犯罪,125,犯罪/美国/动作/剧情/喜剧/2004/盗贼/悬疑,626
沙漠妖姬,斯蒂芬·埃利奥特,8.3,剧情/喜剧/同性/音乐,104,澳大利亚/公路/同志/歌舞/喜剧/易裝/1994/澳大利亚电影,1965
黑客帝国动画版,钟彼得/川尻善昭/小池健/前田真宏/森本晃司/渡边信一郎,8.8,剧情/动作/科幻/动画,102,动画/科幻/Matrix/美国/日本/动画片/电影/2003,2277
阿拉伯的劳伦斯,大卫·里恩,8.7,剧情/传记/冒险,216,英国/史诗/战争/传记/经典/历史/1962/奥斯卡,1133
活着,张艺谋,9.2,剧情/家庭/历史,132,张艺谋/活着/文革/葛优/中国电影/巩俐/剧情/中国,710
香港制造,陈果,8.2,剧情/喜剧/爱情/犯罪,108,陈果/香港/香港电影/李灿森/青春/文艺/1997/香港制造,594
盗信情缘,萨布,8.4,剧情/喜剧/动作/犯罪,110,日本/黑色幽默/日本电影/萨布/堤真一/Sabu/1997/爱情,2354
一条叫旺达的鱼,查尔斯·克莱顿,7.7,喜剧/犯罪,108,黑色幽默/喜剧/英国/犯罪/美国/1988/英国电影/经典,942
大逃杀,深作欣二,8.0,剧情/科幻/惊悚,114,日本/北野武/暴力/人性/日本电影/大逃杀/血腥/深作欣二,461
天涯沦落女,阿涅斯·瓦尔达,8.3,剧情,105,法国/阿涅斯·瓦尔达/新浪潮/法国电影/女性/AgnèsVarda/1985/流浪,39
惊世狂花,莉莉·沃卓斯基/拉娜·沃卓斯基,8.2,剧情/惊悚/同性/犯罪,108,美国/Les/沃卓斯基兄弟/黑帮/剧情/同性/美国电影/犯罪,1320
暗花,游达志,8.4,悬疑/犯罪,81,梁朝伟/香港/杜琪峰/刘青云/香港电影/黑帮/银河映像/游达志,1014
隔窗未了缘,弗森·殴兹派特,7.5,剧情/爱情,106,意大利/爱情/意大利电影/剧情/Ferzan.Ozpetek/2003/欧洲电影/电影,838
豪情四海,巴瑞·莱文森,7.8,剧情/传记/犯罪,136,美国/黑帮/传记/美国电影/爱情/1991/犯罪/AnnetteBening,1178
龙卷风,扬·德·邦特,7.3,动作/冒险/灾难,113,灾难/美国/美国电影/科幻/龙卷风/灾难片/1996/电影,1594
小嗓门,无,7.3,剧情/喜剧/爱情/音乐,97,英国/音乐/EwanMcGregor/英国电影/励志/1998/独立电影/电影,1101
恋爱中的女人,肯·罗素,7.4,剧情/爱情,131,英国/英国电影/爱情/D.H.Lawrence/文学改编/KenRussell/1969/Ken_Russell,1291
往日情怀,西德尼·波拉克,8.2,剧情/爱情,118,爱情/美国/美国电影/往日情怀/经典/政治/怀旧电影/怀旧,1467
破浪,拉斯·冯·提尔,8.1,剧情/爱情,159,丹麦/爱情/拉斯·冯·特里尔/拉斯·冯·提尔/1996/剧情/欧洲/Lars_von_Trier,900
亡命者,茂文·勒鲁瓦,8.4,剧情/犯罪/黑色电影,92,美国/犯罪/黑白/1930s/茂文·勒鲁瓦/1932/越狱/剧情,2359
蝙蝠侠大战幻影人,布鲁斯·提姆,7.7,动作/动画/悬疑/犯罪,76,动画/DC/蝙蝠侠/美国/科幻/1993/Batman/动作,1438
重载武器,无,7.3,喜剧/动作/犯罪,84,喜剧/美国/无厘头/搞笑/美国电影/1993/恶搞/SamuelJackson,333
大团圆,理查德·布鲁克斯,7.7,剧情,117,美国/美国电影/1969/理查德·布鲁克斯/1960s/简·西蒙斯/剧情/生活,1781
碟中谍,布莱恩·德·帕尔玛,8.1,动作/惊悚/冒险,110,动作/特工/美国电影/经典/间谍/1996/悬疑/动作片,986
男情难了,无,8.2,剧情/爱情/同性/奇幻,95,加拿大/同志/同性/GAY/男情难了/加拿大电影/同志电影/电影,1981
委托人,乔·舒马赫,7.6,剧情/悬疑/惊悚,119,美国/犯罪/剧情/美国电影/法律/1994/BradRenfro/悬疑,880
陋室红颜,布莱恩·福布斯,7.3,剧情,126,英国/英国电影/1962/1960s/剧情/LeslieCaron/Bryan·Forbes/奥斯卡影后提名,1161
跷家的一夜,克里斯·哥伦布,7.8,喜剧/动作/惊悚/冒险,102,喜剧/美国/美国电影/1987/青春/1980s/冒险/电影,628
今生今世,波·维德伯格,7.6,剧情/爱情/历史,91,瑞典/爱情/瑞典电影/北欧电影/1960s/波·维德伯格/文艺/1967,314
柏林苍穹下,维姆·文德斯,8.5,剧情/爱情/奇幻,128,德国/德国电影/维姆·文德斯/爱情/WimWenders/文德斯/欧洲/电影,2005
苍白骑士,克林特·伊斯特伍德,7.3,动作/西部,115,克林特·伊斯特伍德/西部片/西部/美国/ClintEastwood/1985/美国电影/动作,1296
珍妮的画像,威廉·迪亚特尔,8.1,剧情/爱情/悬疑/奇幻,86,美国/爱情/美国电影/三毛/经典/黑白片/1940s/文艺,2191
潇洒有情天,赫伯特·罗斯,8.1,剧情/喜剧,115,美国/女性/美国电影/1995/les/公路/DrewBarrymore/剧情,2171
用心棒,黑泽明,8.9,剧情/动作/惊悚/犯罪,110,日本/武士/黑白/1961/经典/动作/剧情/武侠,1564
碧血金沙,约翰·休斯顿,8.6,剧情/动作/西部/冒险,126,美国/西部/西部片/人性/1948/美国电影/约翰·休斯顿/JohnHuston,671
挑战星期天,奥利佛·斯通,7.9,剧情/运动,150,体育/美国/阿尔·帕西诺/励志/AlPacino/奥利弗·斯通/美国电影/OliverStone,713
禁忌星球,弗雷德·威尔科克斯,7.7,科幻/悬疑,98,科幻/美国/经典/1950s/美国电影/1956/悬疑/Sci-Fi,1332
码头风云,伊利亚·卡赞,7.9,剧情/爱情/犯罪,108,美国/马龙?白兰度/经典/1954/剧情/美国电影/MarlonBrando/奥斯卡最佳影片,2377
侏罗纪公园,史蒂文·斯皮尔伯格,8.1,科幻/惊悚/冒险,127,科幻/斯皮尔伯格/美国/恐龙/侏罗纪公园/经典/冒险/1993,1895
华尔街,奥利佛·斯通,8.2,剧情/犯罪,126,商业/美国/华尔街/人性/美国电影/剧情/道格拉斯/金融,791
我有话要说,艾伦·莫伊尔,8.3,剧情/音乐,102,青春/加拿大/美国/1990/成长/美国电影/Cult/ChristianSlater,98
光猪六壮士,彼得·卡坦纽,7.8,喜剧/音乐,91,英国/黑色幽默/喜剧/英国电影/1997/生活/电影/UK,760
谍舰,伯恩哈德·维基,7.5,剧情/战争,123,美国/二战/马龙·白兰度/战争/美国电影/间谍/尤·伯连纳/MarlonBrando,2182
博览会,沃尔特·朗,7.4,爱情/歌舞,100,美国/爱情/歌舞/歌舞片/美国电影/1945/1940s/音乐,1469
埃及艳后,约瑟夫·L·曼凯维奇,7.7,剧情/传记/历史,192,史诗/埃及艳后/美国/经典/历史/美国电影/埃及/爱情,316
真实的谎言,詹姆斯·卡梅隆,8.2,喜剧/动作/惊悚,141,动作/美国/经典/特工/喜剧/1994/电影/阿诺·施瓦辛格,1156
逃出亚卡拉,唐·希格尔,7.8,剧情/动作/惊悚/犯罪,112,越狱/美国/犯罪/1979/剧情/监狱/悬疑/经典,1619
豺狼陷阱,克里斯琴 杜高依 (Christian Duguay (I)),7.4,动作/惊悚/犯罪,111,间谍/动作/美国/美国电影/1997/经典/犯罪/加拿大,877
第四十二街,劳埃德·培根,7.5,剧情/爱情/歌舞,89,美国/歌舞/黑白/歌舞片/美国电影/1930s/1933/musical,2175
红河,霍华德·霍克斯/阿瑟·罗森,8.2,动作/西部/冒险,133,美国/西部片/西部/霍华德·霍克斯/1948/美国电影/约翰韦恩/1940s,2245
迷幻人生,保罗·施拉德,7.7,剧情/犯罪,103,美国/保罗·施拉德/美国电影/犯罪/PaulSchrader/Paul_Schrader/1992/威廉·达福,2211
1776,彼得·H·亨特,8.8,剧情/歌舞/家庭/历史,142,美国/音乐剧/历史/政治/1776/美国电影/喜剧/百老汇,946
热情如火,比利·怀德,8.8,喜剧,120,喜剧/玛丽莲.梦露/美国/比利·怀尔德/1959/美国电影/BillyWilder/黑白,2277
安娜·卡列尼娜,伯纳德·罗斯,7.4,剧情/爱情,108,苏菲·玛索/名著改编/爱情/美国/俄罗斯/文艺/SophieMarceau/美国电影,2250
越战毛发,米洛斯·福尔曼,7.7,剧情/喜剧/歌舞,121,美国/歌舞/嬉皮士/音乐/MilosForman/美国电影/1970s/米洛斯·福尔曼,902
上海小姐,奥逊·威尔斯,8.0,剧情/悬疑/犯罪/黑色电影,87,美国/黑色电影/1947/悬疑/犯罪/黑色/黑白/剧情,2099
无人生还,雷内·克莱尔,7.9,剧情/悬疑/惊悚/犯罪,97,悬疑/阿加莎·克里斯蒂/推理/美国/名著改编/美国电影/阿加莎/惊悚,1320
纽伦堡的审判,斯坦利·克雷默,9.1,剧情/历史,186,二战/美国/法律/历史/政治/战争/审判/美国电影,284
三骑士,无,8.1,动画/音乐/家庭/奇幻,72,动画/美国/Disney/迪斯尼/童年回忆/美国动画/电影/动画片,1576
兰闺惊变,罗伯特·奥尔德里奇,8.2,剧情/惊悚,134,美国/惊悚/BetteDavis/1962/美国电影/悬疑/1960s/恐怖,1146
忍者神龟,斯蒂夫·巴伦,7.3,剧情/喜剧/动作/科幻/家庭/犯罪/冒险,93,动画/美国/忍者神龟/童年/童年回忆/1990/动画片/美国动画,454
中途岛之役,杰克·斯迈特,7.5,剧情/动作/历史/战争,132,二战/战争/美国/海战/美国电影/历史/经典/1976,1565
败家仔,洪金宝,7.6,喜剧/动作,100,动作/香港/洪金宝/林正英/元彪/香港电影/陈勋奇/武打,260
寻找顾巴先生,无,7.4,剧情,135,美国/美国电影/剧情/Diane_Keaton/DianeKeaton/1977/1970s/黛安·基顿,352
情话童真,无,7.4,剧情/喜剧/爱情/奇幻,121,爱情/童话/美国/灰姑娘/美国电影/DrewBarrymore/浪漫/电影,1161
圆月映花都,埃里克·侯麦,7.9,剧情/爱情,100,法国/侯麦/埃里克·侯麦/EricRohmer/法国电影/爱情/新浪潮/1980s,1445
猛虎过山,西德尼·波拉克,7.6,剧情/西部,108,西部/美国/1972/西德尼·波拉克/美国电影/西部片/剧情/SydneyPollack,1782
乱世孤雏,弗雷德·金尼曼,8.0,剧情/战争,105,美国/美国电影/MontgomeryClift/1948/FredZinnemann/蒙哥马利．克里夫特/瑞士/Fred_Zinnemann,2068
绿野仙踪,维克多·弗莱明,8.2,歌舞/奇幻/冒险,101,美国/童话/歌舞/经典/美国电影/魔幻/儿童/歌舞片,1238
情定巴黎,劳伦斯·卡斯丹,7.4,喜剧/爱情,111,爱情/美国/Meg-Ryan/喜剧/美国电影/法国/梅格·瑞恩/Megryan,2346
明情,约翰·休斯顿,7.4,剧情/动作/战争/冒险,108,美国/John_Huston/约翰·休斯顿/战争/1950s/DeborahKerr/1957/二战,2190
冲锋队之怒火街头,陈木胜,7.9,动作/犯罪,98,香港/刘青云/陈木胜/香港电影/吴镇宇/警匪/动作/黄秋生,2444
面孔,约翰·卡萨维蒂,8.0,剧情,130,美国/约翰·卡萨维茨/JohnCassavetes/1960s/1968/美国电影/John_Cassavetes/剧情,1171
骗徒臭事多,弗兰克·奥兹,8.2,喜剧/犯罪,110,喜剧/美国/美国电影/黑色幽默/1988/犯罪/幽默　机智　轻松　欢快　/盗亦有道,1755
太平洋潜艇战,罗伯特·怀斯,7.6,剧情/动作/战争,93,战争/太平洋潜艇战/二战/美国/潜艇/克拉克·盖博/美国电影/罗伯特·怀斯,1873
惊曝内幕,迈克尔·曼,8.2,剧情/惊悚/传记,157,美国/AlPacino/剧情/阿尔·帕西诺/RussellCrowe/美国电影/1999/MichaelMann,690
雨树县,无,7.5,剧情/爱情,168,伊丽莎白·泰勒/美国/爱情/战争/美国电影/Montgomery_Clift/ElizabethTaylor/1950s,788
事先张扬的身后事件,保罗·韦兰德,8.1,剧情/喜剧/爱情,98,意大利/喜剧/爱情/1997/美国/排队上天堂/温情/剧情,1696
魔女嘉莉,布莱恩·德·帕尔玛,7.4,剧情/恐怖,98,惊悚/美国/恐怖/StephenKing/美国电影/青春/1976/BrianDePalma,1369
我心深处,罗伯特·本顿,7.9,剧情,111,美国/励志/美国电影/剧情/1984/奥斯卡/我心深处/1980s,2441
善意的谎言,彼德·卡索维茨,8.4,剧情/喜剧/战争,120,二战/战争/美国/RobinWilliams/罗宾·威廉斯/美国电影/法国/自由,226
黑白追缉令,E·马克斯·弗莱,7.7,喜剧/犯罪,96,喜剧/尼古拉斯·凯奇/犯罪/美国/1993/美国电影/NicolasCage/剧情,1005
双重危机,布鲁斯·贝尔斯福德,7.2,剧情/悬疑/惊悚/犯罪,105,悬疑/犯罪/美国/美国电影/剧情/惊悚/1999/Ashley.Judd,1249
007之黄金眼,马丁·坎贝尔,7.5,动作/惊悚/冒险,130,007/动作/皮尔斯·布鲁斯南/美国/间谍/英国/1995/美国电影,1510
流动的天空,斯拉瓦·祖克曼,7.7,喜剧/科幻,112,科幻/美国/迷幻/cult/Cult/1980s/美国电影/1982,2293
春光乍泄,王家卫,8.9,剧情/爱情/同性,96,王家卫/张国荣/梁朝伟/同志/香港/爱情/香港电影/同性恋,1579
黑潮,斯派克·李,8.0,剧情/传记/历史,202,传记/美国/丹泽尔·华盛顿/美国电影/SpikeLee/1992/人物传记/DenzelWashington,1432
零办法,杰克 卡斯丹,7.3,喜剧/悬疑/惊悚,116,侦探/美国/美国电影/1998/电影/理智/情感/悬疑,2386
龙飞凤舞,西尔维斯特·史泰龙,7.5,剧情/音乐,93,歌舞/美国/西尔维斯特·史泰龙/JohnTravolta/青春/美国电影/演员约翰·特拉沃尔塔/喜剧,21
芳心之罪,布鲁斯·贝尔斯福德,7.6,剧情/喜剧,105,美国/美国电影/1986/文艺/黛安·基顿/1980s/喜剧/DianeKeaton,454
虎胆龙威,约翰·麦克蒂尔南,8.2,动作/惊悚/犯罪,132,动作/美国/布鲁斯·威利斯/BruceWillis/犯罪/经典/虎胆龙威/美国电影,442
大地雄心,朗·霍华德,7.8,剧情/爱情/西部/冒险,140,美国/爱情/励志/剧情/西部/1992/冒险/历史,1278
死囚漫步,蒂姆·罗宾斯,8.0,剧情/犯罪,122,美国/人性/SeanPenn/犯罪/剧情/美国电影/TimRobbins/1995,1713
黄飞鸿之三：狮王争霸,徐克,7.9,动作/武侠/古装,109,李连杰/徐克/动作/香港/武侠/香港电影/黄飞鸿/1993,1221
时空急转弯,让-玛丽·普瓦雷,7.2,喜剧/奇幻,107,喜剧/法国/让·雷诺/法国电影/1993/JeanReno/时空/奇幻,2478
小公主,沃尔特·朗/威廉·A·塞特尔,8.4,剧情/喜剧/歌舞/家庭,93,秀兰·邓波儿/美国/经典/美国电影/儿童/小公主/喜剧/ShirleyTemple,985
怒海孤舟,阿尔弗雷德·希区柯克,7.9,惊悚/战争,97,希区柯克/美国/悬疑/AlfredHitchcock/1944/美国电影/剧情/1940s,2169
碧波女贼,卡蒂娅·冯·加尼尔,8.6,剧情/音乐,110,德国/女性/音乐/摇滚/犯罪/1997/理想/剧情,1027
魂断情天,文森特·明奈利,7.4,剧情/爱情,137,美国/爱情/Vincente_Minnelli/美国电影/1950s/1958/文森特·明奈利/VincenteMinnelli,1291
木偶奇遇记,汉密尔顿·卢斯科/宾·沙普斯坦,8.3,剧情/动画/音乐/奇幻,88,动画/美国/Disney/迪斯尼/童年/经典/木偶奇遇记/动画片,661
机智问答,罗伯特·雷德福,8.0,剧情/历史,133,美国/剧情/RalphFiennes/1994/美国电影/拉尔夫·费因斯/罗伯特·雷德福/人性,1596
贵妇失踪记,阿尔弗雷德·希区柯克,8.1,喜剧/悬疑/惊悚,96,希区柯克/悬疑/英国/AlfredHitchcock/黑白/1938/美国/英国电影,889
相见时难别亦难,布莱克·爱德华兹,8.0,剧情/爱情,117,美国/爱情/美国电影/剧情/1960s/JackLemmon/1962/杰克·莱蒙,2191
死刑,沃尔克·施隆多夫,7.8,剧情/战争,97,德国/施隆多夫/战争/德国电影/CC/Volker_Schl?ndorff/1970s/VolkerSchlondorff,490
